"constructorId","constructor","constructor_nationality","raceId","constructor_points","constructor_wins","circuitId","race_name","year"
4,"Renault","French",539,0,0,39,"Dutch Grand Prix",1978
4,"Renault","French",982,42,0,15,"Singapore Grand Prix",2017
4,"Renault","French",138,20,0,14,"Italian Grand Prix",2002
4,"Renault","French",1008,114,0,18,"Brazilian Grand Prix",2018
4,"Renault","French",14,26,0,15,"Singapore Grand Prix",2009
4,"Renault","French",103,91,1,13,"Belgian Grand Prix",2004
4,"Renault","French",63,142,7,8,"French Grand Prix",2006
4,"Renault","French",522,20,1,70,"Austrian Grand Prix",1979
4,"Renault","French",119,66,0,10,"German Grand Prix",2003
4,"Renault","French",67,165,7,14,"Italian Grand Prix",2006
5,"Toro Rosso","Italian",956,36,0,70,"Austrian Grand Prix",2016
5,"Toro Rosso","Italian",3,4,0,17,"Chinese Grand Prix",2009
5,"Toro Rosso","Italian",902,7,0,3,"Bahrain Grand Prix",2014
5,"Toro Rosso","Italian",14,5,0,15,"Singapore Grand Prix",2009
5,"Toro Rosso","Italian",971,12,0,3,"Bahrain Grand Prix",2017
5,"Toro Rosso","Italian",928,12,0,17,"Chinese Grand Prix",2015
5,"Toro Rosso","Italian",981,40,0,14,"Italian Grand Prix",2017
5,"Toro Rosso","Italian",69,1,0,22,"Japanese Grand Prix",2006
5,"Toro Rosso","Italian",1016,17,0,7,"Canadian Grand Prix",2019
5,"Toro Rosso","Italian",345,10,0,12,"European Grand Prix",2010
5,"Toro Rosso","Italian",929,12,0,3,"Bahrain Grand Prix",2015
5,"Toro Rosso","Italian",868,6,0,9,"British Grand Prix",2012
5,"Toro Rosso","Italian",1003,30,0,15,"Singapore Grand Prix",2018
5,"Toro Rosso","Italian",878,22,0,69,"United States Grand Prix",2012
5,"Toro Rosso","Italian",70,1,0,18,"Brazilian Grand Prix",2006
5,"Toro Rosso","Italian",15,5,0,22,"Japanese Grand Prix",2009
5,"Toro Rosso","Italian",842,4,0,2,"Malaysian Grand Prix",2011
5,"Toro Rosso","Italian",1005,30,0,22,"Japanese Grand Prix",2018
5,"Toro Rosso","Italian",1029,83,0,18,"Brazilian Grand Prix",2019
5,"Toro Rosso","Italian",968,63,0,24,"Abu Dhabi Grand Prix",2016
5,"Toro Rosso","Italian",876,21,0,68,"Indian Grand Prix",2012
5,"Toro Rosso","Italian",861,6,0,2,"Malaysian Grand Prix",2012
5,"Toro Rosso","Italian",37,0,0,2,"Malaysian Grand Prix",2007
5,"Toro Rosso","Italian",979,39,0,11,"Hungarian Grand Prix",2017
5,"Toro Rosso","Italian",1028,64,0,69,"United States Grand Prix",2019
5,"Toro Rosso","Italian",978,33,0,9,"British Grand Prix",2017
5,"Toro Rosso","Italian",943,65,0,32,"Mexican Grand Prix",2015
5,"Toro Rosso","Italian",911,19,0,13,"Belgian Grand Prix",2014
5,"Toro Rosso","Italian",339,2,0,2,"Malaysian Grand Prix",2010
5,"Toro Rosso","Italian",954,32,0,7,"Canadian Grand Prix",2016
5,"Toro Rosso","Italian",989,0,0,1,"Australian Grand Prix",2018
5,"Toro Rosso","Italian",931,15,0,6,"Monaco Grand Prix",2015
5,"Toro Rosso","Italian",985,53,0,69,"United States Grand Prix",2017
5,"Toro Rosso","Italian",900,6,0,1,"Australian Grand Prix",2014
5,"Toro Rosso","Italian",972,13,0,71,"Russian Grand Prix",2017
5,"Toro Rosso","Italian",27,8,0,10,"German Grand Prix",2008
5,"Toro Rosso","Italian",43,0,0,8,"French Grand Prix",2007
5,"Toro Rosso","Italian",34,34,1,17,"Chinese Grand Prix",2008
5,"Toro Rosso","Italian",936,31,0,11,"Hungarian Grand Prix",2015
5,"Toro Rosso","Italian",21,2,0,4,"Spanish Grand Prix",2008
5,"Toro Rosso","Italian",851,22,0,11,"Hungarian Grand Prix",2011
5,"Toro Rosso","Italian",859,41,0,18,"Brazilian Grand Prix",2011
5,"Toro Rosso","Italian",40,0,0,6,"Monaco Grand Prix",2007
5,"Toro Rosso","Italian",1006,32,0,69,"United States Grand Prix",2018
5,"Toro Rosso","Italian",866,6,0,7,"Canadian Grand Prix",2012
5,"Toro Rosso","Italian",995,19,0,7,"Canadian Grand Prix",2018
5,"Toro Rosso","Italian",897,32,0,24,"Abu Dhabi Grand Prix",2013
5,"Toro Rosso","Italian",856,37,0,35,"Korean Grand Prix",2011
5,"Toro Rosso","Italian",57,0,0,20,"European Grand Prix",2006
5,"Toro Rosso","Italian",1002,30,0,14,"Italian Grand Prix",2018
5,"Toro Rosso","Italian",976,33,0,73,"Azerbaijan Grand Prix",2017
5,"Toro Rosso","Italian",879,26,0,18,"Brazilian Grand Prix",2012
5,"Toro Rosso","Italian",945,67,0,24,"Abu Dhabi Grand Prix",2015
5,"Toro Rosso","Italian",353,11,0,35,"Korean Grand Prix",2010
5,"Toro Rosso","Italian",850,17,0,20,"German Grand Prix",2011
5,"Toro Rosso","Italian",1012,4,0,17,"Chinese Grand Prix",2019
5,"Toro Rosso","Italian",54,0,0,2,"Malaysian Grand Prix",2006
5,"Toro Rosso","Italian",855,29,0,22,"Japanese Grand Prix",2011
5,"Toro Rosso","Italian",9,5,0,20,"German Grand Prix",2009
5,"Toro Rosso","Italian",957,41,0,9,"British Grand Prix",2016
5,"Toro Rosso","Italian",350,10,0,14,"Italian Grand Prix",2010
5,"Toro Rosso","Italian",2,3,0,2,"Malaysian Grand Prix",2009
5,"Toro Rosso","Italian",987,53,0,18,"Brazilian Grand Prix",2017
5,"Toro Rosso","Italian",941,45,0,71,"Russian Grand Prix",2015
5,"Toro Rosso","Italian",38,0,0,3,"Bahrain Grand Prix",2007
5,"Toro Rosso","Italian",880,0,0,1,"Australian Grand Prix",2013
5,"Toro Rosso","Italian",32,31,1,15,"Singapore Grand Prix",2008
5,"Toro Rosso","Italian",1001,30,0,13,"Belgian Grand Prix",2018
5,"Toro Rosso","Italian",36,0,0,1,"Australian Grand Prix",2007
5,"Toro Rosso","Italian",13,5,0,14,"Italian Grand Prix",2009
5,"Toro Rosso","Italian",916,30,0,69,"United States Grand Prix",2014
5,"Toro Rosso","Italian",890,24,0,11,"Hungarian Grand Prix",2013
5,"Toro Rosso","Italian",47,0,0,5,"Turkish Grand Prix",2007
5,"Toro Rosso","Italian",992,13,0,73,"Azerbaijan Grand Prix",2018
5,"Toro Rosso","Italian",11,5,0,12,"European Grand Prix",2009
5,"Toro Rosso","Italian",885,12,0,6,"Monaco Grand Prix",2013
5,"Toro Rosso","Italian",49,0,0,13,"Belgian Grand Prix",2007
5,"Toro Rosso","Italian",973,21,0,4,"Spanish Grand Prix",2017
5,"Toro Rosso","Italian",865,6,0,6,"Monaco Grand Prix",2012
5,"Toro Rosso","Italian",66,1,0,5,"Turkish Grand Prix",2006
5,"Toro Rosso","Italian",1,3,0,1,"Australian Grand Prix",2009
5,"Toro Rosso","Italian",895,31,0,22,"Japanese Grand Prix",2013
5,"Toro Rosso","Italian",873,14,0,15,"Singapore Grand Prix",2012
5,"Toro Rosso","Italian",872,12,0,14,"Italian Grand Prix",2012
5,"Toro Rosso","Italian",845,6,0,4,"Spanish Grand Prix",2011
5,"Toro Rosso","Italian",898,32,0,69,"United States Grand Prix",2013
5,"Toro Rosso","Italian",48,0,0,14,"Italian Grand Prix",2007
5,"Toro Rosso","Italian",988,53,0,24,"Abu Dhabi Grand Prix",2017
5,"Toro Rosso","Italian",955,32,0,73,"European Grand Prix",2016
5,"Toro Rosso","Italian",901,7,0,2,"Malaysian Grand Prix",2014
5,"Toro Rosso","Italian",33,34,1,16,"Japanese Grand Prix",2008
5,"Toro Rosso","Italian",998,19,0,9,"British Grand Prix",2018
5,"Toro Rosso","Italian",882,7,0,17,"Chinese Grand Prix",2013
5,"Toro Rosso","Italian",8,5,0,9,"British Grand Prix",2009
5,"Toro Rosso","Italian",874,15,0,22,"Japanese Grand Prix",2012
5,"Toro Rosso","Italian",966,55,0,32,"Mexican Grand Prix",2016
5,"Toro Rosso","Italian",42,0,0,19,"United States Grand Prix",2007
5,"Toro Rosso","Italian",913,27,0,15,"Singapore Grand Prix",2014
5,"Toro Rosso","Italian",355,13,0,24,"Abu Dhabi Grand Prix",2010
5,"Toro Rosso","Italian",16,7,0,18,"Brazilian Grand Prix",2009
5,"Toro Rosso","Italian",1030,85,0,24,"Abu Dhabi Grand Prix",2019
5,"Toro Rosso","Italian",877,22,0,24,"Abu Dhabi Grand Prix",2012
5,"Toro Rosso","Italian",969,6,0,1,"Australian Grand Prix",2017
5,"Toro Rosso","Italian",23,6,0,6,"Monaco Grand Prix",2008
5,"Toro Rosso","Italian",864,6,0,4,"Spanish Grand Prix",2012
5,"Toro Rosso","Italian",958,45,0,11,"Hungarian Grand Prix",2016
5,"Toro Rosso","Italian",29,11,0,12,"European Grand Prix",2008
5,"Toro Rosso","Italian",51,8,0,17,"Chinese Grand Prix",2007
5,"Toro Rosso","Italian",944,67,0,18,"Brazilian Grand Prix",2015
5,"Toro Rosso","Italian",886,20,0,7,"Canadian Grand Prix",2013
5,"Toro Rosso","Italian",348,10,0,11,"Hungarian Grand Prix",2010
5,"Toro Rosso","Italian",997,19,0,70,"Austrian Grand Prix",2018
5,"Toro Rosso","Italian",932,15,0,7,"Canadian Grand Prix",2015
5,"Toro Rosso","Italian",875,21,0,35,"Korean Grand Prix",2012
5,"Toro Rosso","Italian",912,19,0,14,"Italian Grand Prix",2014
5,"Toro Rosso","Italian",975,29,0,7,"Canadian Grand Prix",2017
5,"Toro Rosso","Italian",881,1,0,2,"Malaysian Grand Prix",2013
5,"Toro Rosso","Italian",984,52,0,22,"Japanese Grand Prix",2017
5,"Toro Rosso","Italian",907,12,0,70,"Austrian Grand Prix",2014
5,"Toro Rosso","Italian",354,11,0,18,"Brazilian Grand Prix",2010
5,"Toro Rosso","Italian",22,2,0,5,"Turkish Grand Prix",2008
5,"Toro Rosso","Italian",1022,51,0,13,"Belgian Grand Prix",2019
5,"Toro Rosso","Italian",41,0,0,7,"Canadian Grand Prix",2007
5,"Toro Rosso","Italian",848,16,0,12,"European Grand Prix",2011
5,"Toro Rosso","Italian",5,4,0,4,"Spanish Grand Prix",2009
5,"Toro Rosso","Italian",4,4,0,3,"Bahrain Grand Prix",2009
5,"Toro Rosso","Italian",341,3,0,4,"Spanish Grand Prix",2010
5,"Toro Rosso","Italian",891,25,0,13,"Belgian Grand Prix",2013
5,"Toro Rosso","Italian",950,17,0,17,"Chinese Grand Prix",2016
5,"Toro Rosso","Italian",1026,62,0,22,"Japanese Grand Prix",2019
5,"Toro Rosso","Italian",352,11,0,22,"Japanese Grand Prix",2010
5,"Toro Rosso","Italian",1020,42,0,10,"German Grand Prix",2019
5,"Toro Rosso","Italian",917,30,0,18,"Brazilian Grand Prix",2014
5,"Toro Rosso","Italian",894,31,0,35,"Korean Grand Prix",2013
5,"Toro Rosso","Italian",60,0,0,9,"British Grand Prix",2006
5,"Toro Rosso","Italian",927,12,0,2,"Malaysian Grand Prix",2015
5,"Toro Rosso","Italian",844,6,0,5,"Turkish Grand Prix",2011
5,"Toro Rosso","Italian",857,41,0,68,"Indian Grand Prix",2011
5,"Toro Rosso","Italian",25,7,0,8,"French Grand Prix",2008
5,"Toro Rosso","Italian",858,41,0,24,"Abu Dhabi Grand Prix",2011
5,"Toro Rosso","Italian",1017,17,0,34,"French Grand Prix",2019
5,"Toro Rosso","Italian",974,29,0,6,"Monaco Grand Prix",2017
5,"Toro Rosso","Italian",892,31,0,14,"Italian Grand Prix",2013
5,"Toro Rosso","Italian",903,8,0,17,"Chinese Grand Prix",2014
5,"Toro Rosso","Italian",896,32,0,68,"Indian Grand Prix",2013
5,"Toro Rosso","Italian",888,24,0,20,"German Grand Prix",2013
5,"Toro Rosso","Italian",44,0,0,9,"British Grand Prix",2007
5,"Toro Rosso","Italian",1009,33,0,24,"Abu Dhabi Grand Prix",2018
5,"Toro Rosso","Italian",883,7,0,3,"Bahrain Grand Prix",2013
5,"Toro Rosso","Italian",1013,4,0,73,"Azerbaijan Grand Prix",2019
5,"Toro Rosso","Italian",905,8,0,6,"Monaco Grand Prix",2014
5,"Toro Rosso","Italian",993,13,0,4,"Spanish Grand Prix",2018
5,"Toro Rosso","Italian",61,0,0,7,"Canadian Grand Prix",2006
5,"Toro Rosso","Italian",983,52,0,2,"Malaysian Grand Prix",2017
5,"Toro Rosso","Italian",991,12,0,17,"Chinese Grand Prix",2018
5,"Toro Rosso","Italian",964,47,0,22,"Japanese Grand Prix",2016
5,"Toro Rosso","Italian",24,7,0,7,"Canadian Grand Prix",2008
5,"Toro Rosso","Italian",926,2,0,1,"Australian Grand Prix",2015
5,"Toro Rosso","Italian",854,29,0,15,"Singapore Grand Prix",2011
5,"Toro Rosso","Italian",1008,33,0,18,"Brazilian Grand Prix",2018
5,"Toro Rosso","Italian",849,17,0,9,"British Grand Prix",2011
5,"Toro Rosso","Italian",977,33,0,70,"Austrian Grand Prix",2017
5,"Toro Rosso","Italian",10,5,0,11,"Hungarian Grand Prix",2009
5,"Toro Rosso","Italian",962,47,0,15,"Singapore Grand Prix",2016
5,"Toro Rosso","Italian",1021,43,0,11,"Hungarian Grand Prix",2019
5,"Toro Rosso","Italian",65,1,0,11,"Hungarian Grand Prix",2006
5,"Toro Rosso","Italian",39,0,0,4,"Spanish Grand Prix",2007
5,"Toro Rosso","Italian",28,8,0,11,"Hungarian Grand Prix",2008
5,"Toro Rosso","Italian",870,6,0,11,"Hungarian Grand Prix",2012
5,"Toro Rosso","Italian",17,8,0,24,"Abu Dhabi Grand Prix",2009
5,"Toro Rosso","Italian",937,35,0,13,"Belgian Grand Prix",2015
5,"Toro Rosso","Italian",982,52,0,15,"Singapore Grand Prix",2017
5,"Toro Rosso","Italian",948,3,0,1,"Australian Grand Prix",2016
5,"Toro Rosso","Italian",996,19,0,34,"French Grand Prix",2018
5,"Toro Rosso","Italian",55,0,0,1,"Australian Grand Prix",2006
5,"Toro Rosso","Italian",909,15,0,10,"German Grand Prix",2014
5,"Toro Rosso","Italian",908,15,0,9,"British Grand Prix",2014
5,"Toro Rosso","Italian",934,19,0,9,"British Grand Prix",2015
5,"Toro Rosso","Italian",893,31,0,15,"Singapore Grand Prix",2013
5,"Toro Rosso","Italian",58,0,0,4,"Spanish Grand Prix",2006
5,"Toro Rosso","Italian",343,4,0,5,"Turkish Grand Prix",2010
5,"Toro Rosso","Italian",1000,28,0,11,"Hungarian Grand Prix",2018
5,"Toro Rosso","Italian",963,47,0,2,"Malaysian Grand Prix",2016
5,"Toro Rosso","Italian",933,19,0,70,"Austrian Grand Prix",2015
5,"Toro Rosso","Italian",999,20,0,10,"German Grand Prix",2018
5,"Toro Rosso","Italian",938,35,0,14,"Italian Grand Prix",2015
5,"Toro Rosso","Italian",68,1,0,17,"Chinese Grand Prix",2006
5,"Toro Rosso","Italian",1019,19,0,9,"British Grand Prix",2019
5,"Toro Rosso","Italian",961,45,0,14,"Italian Grand Prix",2016
5,"Toro Rosso","Italian",951,17,0,71,"Russian Grand Prix",2016
5,"Toro Rosso","Italian",965,55,0,69,"United States Grand Prix",2016
5,"Toro Rosso","Italian",940,44,0,22,"Japanese Grand Prix",2015
5,"Toro Rosso","Italian",871,12,0,13,"Belgian Grand Prix",2012
5,"Toro Rosso","Italian",50,0,0,16,"Japanese Grand Prix",2007
5,"Toro Rosso","Italian",1007,33,0,32,"Mexican Grand Prix",2018
5,"Toro Rosso","Italian",351,10,0,15,"Singapore Grand Prix",2010
5,"Toro Rosso","Italian",64,1,0,10,"German Grand Prix",2006
5,"Toro Rosso","Italian",862,6,0,17,"Chinese Grand Prix",2012
5,"Toro Rosso","Italian",52,8,0,18,"Brazilian Grand Prix",2007
5,"Toro Rosso","Italian",349,10,0,13,"Belgian Grand Prix",2010
5,"Toro Rosso","Italian",1027,64,0,32,"Mexican Grand Prix",2019
5,"Toro Rosso","Italian",852,22,0,13,"Belgian Grand Prix",2011
5,"Toro Rosso","Italian",56,0,0,21,"San Marino Grand Prix",2006
5,"Toro Rosso","Italian",18,2,0,1,"Australian Grand Prix",2008
5,"Toro Rosso","Italian",949,11,0,3,"Bahrain Grand Prix",2016
5,"Toro Rosso","Italian",338,0,0,1,"Australian Grand Prix",2010
5,"Toro Rosso","Italian",1025,55,0,71,"Russian Grand Prix",2019
5,"Toro Rosso","Italian",915,29,0,71,"Russian Grand Prix",2014
5,"Toro Rosso","Italian",860,2,0,1,"Australian Grand Prix",2012
5,"Toro Rosso","Italian",45,0,0,20,"European Grand Prix",2007
5,"Toro Rosso","Italian",986,53,0,32,"Mexican Grand Prix",2017
5,"Toro Rosso","Italian",46,0,0,11,"Hungarian Grand Prix",2007
5,"Toro Rosso","Italian",30,17,0,13,"Belgian Grand Prix",2008
5,"Toro Rosso","Italian",942,63,0,69,"United States Grand Prix",2015
5,"Toro Rosso","Italian",19,2,0,2,"Malaysian Grand Prix",2008
5,"Toro Rosso","Italian",1011,3,0,3,"Bahrain Grand Prix",2019
5,"Toro Rosso","Italian",959,45,0,10,"German Grand Prix",2016
5,"Toro Rosso","Italian",12,5,0,13,"Belgian Grand Prix",2009
5,"Toro Rosso","Italian",344,8,0,7,"Canadian Grand Prix",2010
5,"Toro Rosso","Italian",980,40,0,13,"Belgian Grand Prix",2017
5,"Toro Rosso","Italian",340,2,0,17,"Chinese Grand Prix",2010
5,"Toro Rosso","Italian",1004,30,0,71,"Russian Grand Prix",2018
5,"Toro Rosso","Italian",867,6,0,12,"European Grand Prix",2012
5,"Toro Rosso","Italian",35,39,1,18,"Brazilian Grand Prix",2008
5,"Toro Rosso","Italian",884,8,0,4,"Spanish Grand Prix",2013
5,"Toro Rosso","Italian",843,4,0,17,"Chinese Grand Prix",2011
5,"Toro Rosso","Italian",7,5,0,5,"Turkish Grand Prix",2009
5,"Toro Rosso","Italian",6,5,0,6,"Monaco Grand Prix",2009
5,"Toro Rosso","Italian",990,12,0,3,"Bahrain Grand Prix",2018
5,"Toro Rosso","Italian",1014,6,0,4,"Spanish Grand Prix",2019
5,"Toro Rosso","Italian",906,12,0,7,"Canadian Grand Prix",2014
5,"Toro Rosso","Italian",841,4,0,1,"Australian Grand Prix",2011
5,"Toro Rosso","Italian",62,1,0,19,"United States Grand Prix",2006
5,"Toro Rosso","Italian",863,6,0,3,"Bahrain Grand Prix",2012
5,"Toro Rosso","Italian",1023,51,0,14,"Italian Grand Prix",2019
5,"Toro Rosso","Italian",853,29,0,14,"Italian Grand Prix",2011
5,"Toro Rosso","Italian",63,1,0,8,"French Grand Prix",2006
5,"Toro Rosso","Italian",20,2,0,3,"Bahrain Grand Prix",2008
5,"Toro Rosso","Italian",967,63,0,18,"Brazilian Grand Prix",2016
5,"Toro Rosso","Italian",899,33,0,18,"Brazilian Grand Prix",2013
5,"Toro Rosso","Italian",918,30,0,24,"Abu Dhabi Grand Prix",2014
5,"Toro Rosso","Italian",953,30,0,6,"Monaco Grand Prix",2016
5,"Toro Rosso","Italian",67,1,0,14,"Italian Grand Prix",2006
5,"Toro Rosso","Italian",914,29,0,22,"Japanese Grand Prix",2014
5,"Toro Rosso","Italian",939,41,0,15,"Singapore Grand Prix",2015
5,"Toro Rosso","Italian",847,12,0,7,"Canadian Grand Prix",2011
5,"Toro Rosso","Italian",887,24,0,9,"British Grand Prix",2013
5,"Toro Rosso","Italian",930,14,0,4,"Spanish Grand Prix",2015
5,"Toro Rosso","Italian",904,8,0,4,"Spanish Grand Prix",2014
5,"Toro Rosso","Italian",337,0,0,3,"Bahrain Grand Prix",2010
5,"Toro Rosso","Italian",346,10,0,9,"British Grand Prix",2010
5,"Toro Rosso","Italian",952,26,0,4,"Spanish Grand Prix",2016
5,"Toro Rosso","Italian",59,0,0,6,"Monaco Grand Prix",2006
5,"Toro Rosso","Italian",994,19,0,6,"Monaco Grand Prix",2018
5,"Toro Rosso","Italian",1015,16,0,6,"Monaco Grand Prix",2019
5,"Toro Rosso","Italian",342,4,0,6,"Monaco Grand Prix",2010
5,"Toro Rosso","Italian",31,27,1,14,"Italian Grand Prix",2008
5,"Toro Rosso","Italian",910,17,0,11,"Hungarian Grand Prix",2014
5,"Toro Rosso","Italian",26,7,0,9,"British Grand Prix",2008
5,"Toro Rosso","Italian",1024,55,0,15,"Singapore Grand Prix",2019
5,"Toro Rosso","Italian",347,10,0,10,"German Grand Prix",2010
5,"Toro Rosso","Italian",1018,17,0,70,"Austrian Grand Prix",2019
5,"Toro Rosso","Italian",960,45,0,13,"Belgian Grand Prix",2016
5,"Toro Rosso","Italian",53,0,0,3,"Bahrain Grand Prix",2006
5,"Toro Rosso","Italian",970,12,0,17,"Chinese Grand Prix",2017
5,"Toro Rosso","Italian",1010,1,0,1,"Australian Grand Prix",2019
5,"Toro Rosso","Italian",869,6,0,10,"German Grand Prix",2012
5,"Toro Rosso","Italian",846,7,0,6,"Monaco Grand Prix",2011
6,"Ferrari","Italian",1028,479,3,69,"United States Grand Prix",2019
6,"Ferrari","Italian",117,103,4,8,"French Grand Prix",2003
6,"Ferrari","Italian",512,0,0,25,"Argentine Grand Prix",1979
6,"Ferrari","Italian",223,102,5,26,"European Grand Prix",1997
6,"Ferrari","Italian",406,3,0,21,"San Marino Grand Prix",1986
6,"Ferrari","Italian",847,101,0,7,"Canadian Grand Prix",2011
6,"Ferrari","Italian",175,10,1,1,"Australian Grand Prix",1999
6,"Ferrari","Italian",387,65,1,29,"Australian Grand Prix",1988
6,"Ferrari","Italian",211,38,1,6,"Monaco Grand Prix",1997
6,"Ferrari","Italian",690,6,0,6,"Monaco Grand Prix",1966
6,"Ferrari","Italian",371,59,3,29,"Australian Grand Prix",1989
6,"Ferrari","Italian",453,6,0,43,"United States Grand Prix West",1983
6,"Ferrari","Italian",306,10,0,18,"Brazilian Grand Prix",1991
6,"Ferrari","Italian",166,88,5,8,"French Grand Prix",2000
6,"Ferrari","Italian",323,15,1,21,"San Marino Grand Prix",1990
6,"Ferrari","Italian",515,33,2,43,"United States Grand Prix West",1979
6,"Ferrari","Italian",571,70,6,39,"Dutch Grand Prix",1976
6,"Ferrari","Italian",47,137,6,5,"Turkish Grand Prix",2007
6,"Ferrari","Italian",591,12,0,18,"Brazilian Grand Prix",1974
6,"Ferrari","Italian",284,14,0,13,"Belgian Grand Prix",1993
6,"Ferrari","Italian",656,0,0,30,"South African Grand Prix",1969
6,"Ferrari","Italian",99,158,9,8,"French Grand Prix",2004
6,"Ferrari","Italian",188,102,5,20,"European Grand Prix",1999
6,"Ferrari","Italian",394,17,0,9,"British Grand Prix",1987
6,"Ferrari","Italian",683,11,0,54,"French Grand Prix",1967
6,"Ferrari","Italian",15,67,1,22,"Japanese Grand Prix",2009
6,"Ferrari","Italian",400,26,0,26,"Spanish Grand Prix",1987
6,"Ferrari","Italian",399,26,0,27,"Portuguese Grand Prix",1987
6,"Ferrari","Italian",135,141,10,10,"German Grand Prix",2002
6,"Ferrari","Italian",878,367,3,69,"United States Grand Prix",2012
6,"Ferrari","Italian",148,82,4,7,"Canadian Grand Prix",2001
6,"Ferrari","Italian",994,156,2,6,"Monaco Grand Prix",2018
6,"Ferrari","Italian",199,83,4,9,"British Grand Prix",1998
6,"Ferrari","Italian",579,8,0,49,"Spanish Grand Prix",1975
6,"Ferrari","Italian",116,95,4,20,"European Grand Prix",2003
6,"Ferrari","Italian",383,59,1,14,"Italian Grand Prix",1988
6,"Ferrari","Italian",868,152,2,9,"British Grand Prix",2012
6,"Ferrari","Italian",1002,390,5,14,"Italian Grand Prix",2018
6,"Ferrari","Italian",1109,167,0,11,"Hungarian Grand Prix",2023
6,"Ferrari","Italian",427,56,1,9,"British Grand Prix",1985
6,"Ferrari","Italian",225,8,0,18,"Brazilian Grand Prix",1996
6,"Ferrari","Italian",668,3,0,45,"Spanish Grand Prix",1968
6,"Ferrari","Italian",902,33,0,3,"Bahrain Grand Prix",2014
6,"Ferrari","Italian",872,226,3,14,"Italian Grand Prix",2012
6,"Ferrari","Italian",110,16,0,18,"Brazilian Grand Prix",2003
6,"Ferrari","Italian",333,85,5,27,"Portuguese Grand Prix",1990
6,"Ferrari","Italian",949,33,0,3,"Bahrain Grand Prix",2016
6,"Ferrari","Italian",769,20,0,13,"Belgian Grand Prix",1958
6,"Ferrari","Italian",524,95,5,14,"Italian Grand Prix",1979
6,"Ferrari","Italian",1131,291,2,70,"Austrian Grand Prix",2024
6,"Ferrari","Italian",860,10,0,1,"Australian Grand Prix",2012
6,"Ferrari","Italian",929,107,1,3,"Bahrain Grand Prix",2015
6,"Ferrari","Italian",1124,120,1,22,"Japanese Grand Prix",2024
6,"Ferrari","Italian",216,71,3,10,"German Grand Prix",1997
6,"Ferrari","Italian",164,68,4,6,"Monaco Grand Prix",2000
6,"Ferrari","Italian",756,6,0,6,"Monaco Grand Prix",1959
6,"Ferrari","Italian",140,221,15,22,"Japanese Grand Prix",2002
6,"Ferrari","Italian",886,145,2,7,"Canadian Grand Prix",2013
6,"Ferrari","Italian",1022,326,1,13,"Belgian Grand Prix",2019
6,"Ferrari","Italian",279,9,0,7,"Canadian Grand Prix",1993
6,"Ferrari","Italian",167,92,5,70,"Austrian Grand Prix",2000
6,"Ferrari","Italian",618,12,0,48,"Canadian Grand Prix",1973
6,"Ferrari","Italian",1098,12,0,3,"Bahrain Grand Prix",2023
6,"Ferrari","Italian",663,5,0,14,"Italian Grand Prix",1969
6,"Ferrari","Italian",448,40.5,1,39,"Dutch Grand Prix",1984
6,"Ferrari","Italian",113,64,3,70,"Austrian Grand Prix",2003
6,"Ferrari","Italian",81,74,1,9,"British Grand Prix",2005
6,"Ferrari","Italian",462,65,3,70,"Austrian Grand Prix",1983
6,"Ferrari","Italian",675,32,1,14,"Italian Grand Prix",1968
6,"Ferrari","Italian",758,8,0,39,"Dutch Grand Prix",1959
6,"Ferrari","Italian",1108,157,0,9,"British Grand Prix",2023
6,"Ferrari","Italian",906,87,0,7,"Canadian Grand Prix",2014
6,"Ferrari","Italian",895,297,2,22,"Japanese Grand Prix",2013
6,"Ferrari","Italian",982,373,4,15,"Singapore Grand Prix",2017
6,"Ferrari","Italian",931,158,1,6,"Monaco Grand Prix",2015
6,"Ferrari","Italian",385,62,1,26,"Spanish Grand Prix",1988
6,"Ferrari","Italian",1078,157,2,79,"Miami Grand Prix",2022
6,"Ferrari","Italian",84,86,1,5,"Turkish Grand Prix",2005
6,"Ferrari","Italian",990,65,2,3,"Bahrain Grand Prix",2018
6,"Ferrari","Italian",173,156,9,22,"Japanese Grand Prix",2000
6,"Ferrari","Italian",178,44,3,6,"Monaco Grand Prix",1999
6,"Ferrari","Italian",32,134,7,15,"Singapore Grand Prix",2008
6,"Ferrari","Italian",671,10,0,39,"Dutch Grand Prix",1968
6,"Ferrari","Italian",39,49,3,4,"Spanish Grand Prix",2007
6,"Ferrari","Italian",1057,94,0,73,"Azerbaijan Grand Prix",2021
6,"Ferrari","Italian",485,0,0,25,"Argentine Grand Prix",1981
6,"Ferrari","Italian",17,70,1,24,"Abu Dhabi Grand Prix",2009
6,"Ferrari","Italian",336,110,6,29,"Australian Grand Prix",1990
6,"Ferrari","Italian",51,186,8,17,"Chinese Grand Prix",2007
6,"Ferrari","Italian",876,316,3,68,"Indian Grand Prix",2012
6,"Ferrari","Italian",666,7,0,32,"Mexican Grand Prix",1969
6,"Ferrari","Italian",1072,307.5,0,77,"Saudi Arabian Grand Prix",2021
6,"Ferrari","Italian",629,29,1,14,"Italian Grand Prix",1972
6,"Ferrari","Italian",179,51,3,4,"Spanish Grand Prix",1999
6,"Ferrari","Italian",1083,265,3,9,"British Grand Prix",2022
6,"Ferrari","Italian",106,254,15,22,"Japanese Grand Prix",2004
6,"Ferrari","Italian",456,25,1,6,"Monaco Grand Prix",1983
